BookName,BookAuthor,BookOriginalPrice,BookDiscountPrice
"১৯৭১ বিধ্বস্ত বাড়িয়ায় শুধুই লাশ এবং","ইজাজ আহমেদ মিলন","TK. 450","TK. 383"
"স্পোকেন ইংলিশ এর এ টু জেড","সাব্বির সরকার","TK. 200","TK. 176"
"Secret Document Of Intelligence Branch on Father Of The Nation Bangabandhu Sheikh Mujibur Rahman -2nd Part 1951-1952","শেখ হাসিনা","","TK. 900"
"অক্টোবর রেইন","ওয়াসিকা নুযহাত","TK. 650","TK. 553"
"অটোমান থেকে বর্তমান ক্যারিশম্যাটিক এরদোগান","আতাউল কারিম মাকসুদ","TK. 300","TK. 210"
"দ্য ৭ হ্যাবিটস অফ হাইলি ইফেক্টিভ পিপল","স্টিফেন আর. কোভি","TK. 460","TK. 391"
"সফলতার জন্য চাই উত্তম পরিকল্পনা","শাইখ মুহাম্মাদ সালেহ আল-মুনাজ্জিদ","TK. 107","TK. 94"
"দুর্জয় ১৪: রাক্ষস","তৌহিদুল ইকবাল সম্পদ","TK. 135","TK. 119"
"বাংলা সাহিত্য পরিচয়","কামাল আতাউর রহমান","TK. 200","TK. 176"
"দ্য লাইফ এন্ড বিজনেস লেসন অব বিল গেটস","জর্জ ইলিয়ান","TK. 150","TK. 132"
"মৃত্যুপ্রাসাদ","মোশতাক আহমেদ","TK. 250","TK. 195"
"দ্য ইউনিভার্স ইন আ নাটশেল","স্টিফেন হকিং","TK. 480","TK. 408"
"দ্য কিংডম অব আউটসাইডারস","সোহেল রানা ২","TK. 450","TK. 315"
"ফিজিক্স অলিম্পিয়াড প্রশ্নপত্র ও সমাধান সংকলন- ৩য় খণ্ড, হায়ার-সেকেন্ডারি","ফয়েজ আহাম্মদ জাহাঙ্গীর মাসুদ ","TK. 550","TK. 468"
"এক্স এজেন্ট (মাসুদ রানা-৪৬২)","কাজী আনোয়ার হোসেন","TK. 141","TK. 124"
"গল্পের বই","রেহান রাসুল","TK. 270","TK. 230"
"ইলুমিনাতি (গুপ্তগোষ্ঠী সিরিজ- ২)","মো: আদনান আরিফ সালিম","TK. 300","TK. 255"
"দ্য ওয়ে অভ দ্য স্পিরিট","হেনরি রাইডার হ্যাগার্ড","TK. 92","TK. 83"
"জার্মান ভাষা শিক্ষা : দি ডয়চে স্প্রাখে (নিভু-আ-২)(বাংলা-জার্মান)","হেমায়েত মাতুব্বর","","TK. 400"
"যেখানে সীমান্ত তোমার আমার ","মারিয়া কবির","TK. 500","TK. 425"
"দ্য ডার্ক ডেভিল","মো: খালিদ হাসান","TK. 220","TK. 154"
"মাসুদ রানা-৪৬৩ : ছায়াঘাতক","কাজী আনোয়ার হোসেন","TK. 155","TK. 136"
"বাণিজ্যের রথযাত্রা : ব্যবসা বাণিজ্য জগতে উত্থান পতন","কিশওয়ার ইমদাদ","TK. 220","TK. 165"
"The Transition","মোঃ তাজদিন হাসান","TK. 350","TK. 298"
"আজাদির লড়াই","অরুন্ধতী রায়","TK. 204","TK. 153"
"প্রবৃত্তির দাসত্ব","শাইখ মুহাম্মাদ সালেহ আল-মুনাজ্জিদ","TK. 220","TK. 132"
"দ্য রুলস অব লাইফ","রিচার্ড টেম্পলার","TK. 400","TK. 312"
"Fire Your Boss","হেমি হোসাইন","TK. 250","TK. 213"
"চেঞ্জ ইয়োর লাইফ ইন 7 ডেজ","পল ম্যাককেনা","TK. 275","TK. 206"
"ডিজিটাল যুগে মার্কেটিং","তৌফিকুর রহমান","TK. 200","TK. 176"
"আমি সিরাজুল আলম খান","শামসুদ্দিন পেয়ারা","TK. 400","TK. 320"
"সন্ধান","হুজুর হয়ে টিম","TK. 217","TK. 174"
"রিচ ড্যাড'স ক্যাশফ্লো কোয়াড্র্যান্ট ","রবার্ট টি. কিয়োসাকি","TK. 425","TK. 319"
"কীভাবে গড়বেন ফ্রিল্যান্সিং ক্যারিয়ার","রাহিতুল ইসলাম","TK. 240","TK. 204"
"তুপা","এম মামুন হোসেন","TK. 120","TK. 94"
"প্রেজেন্টেশন স্কিল","নিয়াজ আহমেদ","TK. 270","TK. 230"
"চন্দ্রহাস","সৌরভ চক্রবর্তী","TK. 300","TK. 210"
"আমারে দেব না ভুলিতে","শারমিন আঞ্জুম","TK. 300","TK. 255"
"সিক্স ইজি পিসেস","রিচার্ড পি. ফাইনম্যান","TK. 400","TK. 340"
"ট্রান্সফরমেশন অব বিজনেস টু ই-বিজনেস","সাঈদ রহমান","TK. 330","TK. 281"
"জীবন ও জগতের গল্প","মাশাহেদ হাসান সীমান্ত","TK. 260","TK. 237"
"অনুভূতি","মিশু মনি","TK. 450","TK. 338"
"জলেশ্বরী","ওবায়েদ হক","TK. 252","TK. 214"
"নিশীথ শ্রাবণধারা","তন্ময় সাত্ত্বিক","TK. 200","TK. 176"
"অন্ধ জাদুকর","শরীফুল হাসান","TK. 320","TK. 224"
"ডিসকোর্স অন মেথড : জ্ঞানের পদ্ধতি বিষয়ে পর্যালোচনা","পিনাকী ভট্টাচার্য","TK. 250","TK. 200"
"একটি শাড়ি এবং কামরাঙা বোমা ও অন্যান্য","ওবায়েদ হক","TK. 250","TK. 175"
"অগ্নিপুরাণ","মুহম্মদ নিজাম ","TK. 552","TK. 469"
"আনলিমিটেড মেমোরি","কেভিন হুজলি","TK. 270","TK. 230"
"ইতিহাসের রূপকার তাজউদ্দীন আহমদ","সৈয়দ মনজুরুল ইসলাম","TK. 120","TK. 106"
"ডিজিটাল মার্কেটিংয়ে হাতেখড়ি","মুনতাসির মাহদী","TK. 240","TK. 204"
"দ্য ম্যান ফ্রম পাকিস্তান","ক্যাথরিন কলিন","TK. 400","TK. 340"
"ইলিন","মোশতাক আহমেদ","TK. 250","TK. 195"
"ছোট্ট একটি নেংটি ইঁদুর","মুহম্মদ জাফর ইকবাল","TK. 135","TK. 119"
"আহ্ জীবন","মেহেদী হাসান তামিম  ","TK. 270","TK. 230"
"মিসটেক : ইংরেজিতে আমার যত ভুল","জেসমিন চৌধুরী","TK. 290","TK. 247"
"বিজনপুরে যেতে মানা","তাশফিকাল সামি","TK. 300","TK. 255"
"রাজকুমারীর আর্তনাদ","খাজা হাসান নিজামী","TK. 216","TK. 197"
"জাগো","মেজর মোঃ দেলোয়ার হোসেন (ডেল এইচ খান) ","TK. 350","TK. 298"
"বাড়ি নম্বর ১২৪","আর জে উদয়","TK. 200","TK. 176"
"নো এক্সকিউজ : দি পাওয়ার অব সেল্ফ ডিসিপ্লিন","ব্রায়ান ট্রেসি","TK. 500","TK. 390"
"পোদ্দারবাবু : কর্পোরেট গেইম থিওরি","তৌহিদ রিয়াজ","TK. 250","TK. 213"
"এ গেম অব থ্রোনস -১ম খণ্ড (এ সং অব আইস অ্যান্ড ফায়ার)","জর্জ আর. আর. মার্টিন","TK. 500","TK. 385"
"সেইসব দিনরাত্রি","শাইখ আব্দুল মালিক আল কাসিম","TK. 313","TK. 266"
"টুটনের ঘুম","মুহম্মদ জাফর ইকবাল","TK. 160","TK. 141"
"সুখের নাটাই","আফরোজা হাসান ","TK. 160","TK. 141"
"মৌনতা ক্লাব","মাহফুজ সিদ্দিকী হিমালয়","TK. 420","TK. 357"
"ফুল হয়ে ফোটো","শাইখ আহমাদ মুসা জিবরিল","TK. 400","TK. 240"
"চতুর্থ শিল্প বিপ্লব","ক্লাউস শোয়াব","TK. 300","TK. 255"
"ব্যবসায় ভ্যাট আইনের প্রয়োগ","মোঃ তারেক হাসান","TK. 1,200","TK. 1,020"
"Carry Me: ‍Shapes And Colours Colouring (CM-01)","গাজী পেপার প্রোডাক্ট","TK. 140","TK. 123"
"৮০০ গানের সংকলন","মাসুদ করিম ","TK. 1,000","TK. 850"
"অবাক জোছনা","মো. মিজাহারুল ইসলাম","TK. 150","TK. 117"
"নীল পাহাড়","ওবায়েদ হক","TK. 252","TK. 214"
"মার্ক জাকারবার্গ সাকসেস সিক্রেট","জর্জ ইলিয়ান","TK. 200","TK. 176"
"পিতামহ","সাব্বির জাদিদ ","TK. 800","TK. 680"
"রহস্যময় আদম পাহাড়","উদয় হাকিম","TK. 300","TK. 234"
"Startup Kingdom","শামীম আহসান","TK. 375","TK. 319"
"ব্র্যান্ডিংয়ের অ আ ক খ (মার্কেটিয়ার, গবেষক ও শিক্ষকের অভিজ্ঞতায়)","সালেহীন চৌধুরী","TK. 240","TK. 204"
